Giuseppe (Joe) Labianca,"Gatton Chair in Management, Department of Management, Gatton College of Business & Economics, LINKS Center for Social Network Analysis, University of Kentucky, United States"
Gerald C. Kane,"Department of Information Systems, Carroll School of Management, Boston College, United States"
Beata Dávid,"Institute of Mental Health, Faculty of Health and Public Services, Semmelweis University, Pf. 91, H-1450 Budapest, Hungary"
Eva Huszti,"Faculty of Health, University of Debrecen, Sóstói u. 2-4, H-4400 Nyíregyháza, Hungary"
Ildikó Barna,"Faculty of Social Sciences, Eötvös Loránd University, Pázmány Péter sétány 1/a, H-1117 Budapest, Hungary"
Yang-chih Fu,"Institute of Sociology, Academia Sinica, 128 Academia Rd., Sec. 2, Taipei 115, Taiwan"
Alessandro Lomi,"University of Italian Switzerland, Lugano, Switzerland', 'School of Psychological Sciences, University of Melbourne, Australia', 'School of Social Sciences, University of Manchester, UK"
Garry Robins,"Department of Psychology, University of Melbourne, Melbourne, Vic. 3010, Australia"
Mark Tranmer,"University of Manchester, United Kingdom"
Mark Tranmer,"University of Manchester, United Kingdom"
Francesca Pallotti,"University of Greenwich, United Kingdom"
Alessandro Lomi,"University of Italian Switzerland, Social Network Analysis Research Centre, Switzerland"
James Hollway,"Nuffield College and Department of Politics & International Relations, University of Oxford, New Road, Oxford OX1 1NF, United Kingdom"
Johan H. Koskinen,"School of Social Sciences, The University of Manchester, Manchester M13 9P, United Kingdom"
Paola Zappa,"Faculty of Economics and Social Network Analysis Research Center (SoNAR), University of Lugano, Switzerland"
Garry Robins,"Melbourne School of Psychological Sciences, The University of Melbourne, Australia"
Julia Brennecke,"Centre for Transformative Innovation, Faculty of Business and Law, Swinburne University of Technology, PO Box 218, Mail H25, Hawthorn, VIC 3122, Australia"
Olaf N. Rank,"Department of Business Administration, Chair for Organization and HRM, Albert-Ludwigs-Universität Freiburg, Platz der Alten Synagoge 1, 79085 Freiburg, Germany"
Julien Brailly,"Institut de Recherche Interdisciplinaire en Sciences Sociales (IRISSO), Université Paris-Dauphine, University Paris-Dauphine, Place du Maréchal de Lattre de Tassigny, 75016 Paris, France"
Guillaume Favre,"Institut de Recherche Interdisciplinaire en Sciences Sociales (IRISSO), Université Paris-Dauphine, University Paris-Dauphine, Place du Maréchal de Lattre de Tassigny, 75016 Paris, France"
Josiane Chatellet,"Institut de Recherche Interdisciplinaire en Sciences Sociales (IRISSO), Université Paris-Dauphine, University Paris-Dauphine, Place du Maréchal de Lattre de Tassigny, 75016 Paris, France"
Emmanuel Lazega,"Centre de Sociologie des Organisations (CSO), Sciences Po-Paris, 19 rue Amélie, 75007 Paris, France"
Andrew J. Slaughter,"US Army Research Institute for the Behavioral and Social Sciences, USA"
Laura M. Koehly,"National Human Genome Research Institute, USA"
Peng Wang 0002,"Centre for Transformative Innovation, Faculty of Business and Law, Swinburne University of Technology, Australia"
Garry Robins,"Melbourne School of Psychological Sciences, The University of Melbourne, Australia"
Philippa Pattison,"The University of Sydney, Australia"
Emmanuel Lazega,"Department of Sociology, CSO-CNRS, Science Po, Paris, France"
Christoph Stadtfeld,"Chair of Social Networks, ETH Zürich, ETH Zurich, Switzerland"
Daniele Mascia,"Catholic University of Rome, Italy"
Francesca Pallotti,"University of Greenwich, UK"
Alessandro Lomi,"Social Network Analysis Research Center, University of Italian Switzerland, Lugano, Switzerland"
Laura Prota,"University of Salerno, Department of Statistics and Economics, Via Giovanni Paolo II, 132, 84084 Fisciano, SA, Italy"
Patrick Doreian,"Faculty of Social Sciences, University of Ljubljana, Slovenia"
Yunsong Chen,"Nanjing University, People's Republic of China"
Beate Völker,"University of Amsterdam, The Netherlands"
David Melamed,"The Ohio State University, United States"
Brent Simpson,"University of South Carolina, United States"
Frank van Tubergen,"Utrecht University, Department of Sociology, Padualaan 14, 3584 CH Utrecht, Netherlands"
Obaid Ali Al-Modaf,"Department of Sociology & Social Work, King Abdul Aziz University, Abdullah Suleiman Street, Al Jamiaa District 80200, Saudi Arabia"
Nora F. Almosaed,"Department of Sociology & Social Work, King Abdul Aziz University, Abdullah Suleiman Street, Al Jamiaa District 80200, Saudi Arabia"
Mohammed Ben Said Al-Ghamdi,"Department of Sociology & Social Work, King Abdul Aziz University, Abdullah Suleiman Street, Al Jamiaa District 80200, Saudi Arabia"
Michele L. Barnes,"Department of Natural Resources and Environmental Management, University of Hawaii at Manoa, 1910 East-West Rd., Sherman 101, Honolulu, HI 96822, USA"
Kolter Kalberg,"Joint Institute for Marine and Atmospheric Research, University of Hawaii at Manoa, 1000 Pope Rd., Marine Science Building 312, Honolulu, HI 96822, USA"
Minling Pan,"Pacific Islands Fisheries Science Center, NOAA National Marine Fisheries Service, 1845 Wasp Blvd, Building 176, Honolulu, HI 96818, USA"
PingSun Leung,"Department of Natural Resources and Environmental Management, University of Hawaii at Manoa, 1910 East-West Rd., Sherman 101, Honolulu, HI 96822, USA"
Jürgen Lerner,"Department of Computer & Information Science, University of Konstanz, Box 67, 78457 Konstanz, Germany"
Tso-Jung Yen,"Institute of Statistical Science, Academia Sinica, Taiwan"
Yang-chih Fu,"Institute of Sociology, Academia Sinica, Taiwan"
Jing-Shiang Hwang,"Institute of Statistical Science, Academia Sinica, Taiwan"
Cheng Wang 0010,"Department of Sociology, University of Notre Dame, United States"
Carter T. Butts,"Departments of Sociology and Statistics, University of California - Irvine, United States"
John R. Hipp,"Departments of Criminology, Law and Society, and Sociology, University of California - Irvine, United States"
Rupa Jose,"Department of Psychology and Social Behavior, University of California - Irvine, United States"
Cynthia M. Lakon,"Program in Public Health, University of California - Irvine, United States"
Zeynep Ertem,"Department of Industrial and Systems Engineering, Texas A&M University, College Station, TX 77843-3131, United States"
Alexander Veremyev,"Department of Industrial and Systems Engineering, University of Florida, Gainesville, FL 32611-6595, United States"
Sergiy Butenko,"Department of Industrial and Systems Engineering, Texas A&M University, College Station, TX 77843-3131, United States"
Stephanie Thiemichen,"Institut für Statistik, Ludwigs-Maximilians-Universität München, University of Munich Germany"
Nial Friel,"School of Mathematics and Statistics and Insight: The National Centre for Data Analytics, University College Dublin, Ireland"
Alberto Caimo,"School of Mathematical Sciences, Dublin Institute of Technology, Ireland"
Göran Kauermann,"Institut für Statistik, Ludwigs-Maximilians-Universität München, University of Munich Germany"
Cohen R. Simpson,"London School of Economics and Political Science, Department of Methodology, United Kingdom"
Sebastian Bähr,"Chair of Sociology and Empirical Social Research – Sociology of the Labour Market, Department of Business and Economics, University of Erlangen-Nuremberg, Findelgasse 7/9, D-90402 Nuremberg, Germany"
Martin Abraham,"Chair of Sociology and Empirical Social Research – Sociology of the Labour Market, Department of Business and Economics, University of Erlangen-Nuremberg, Findelgasse 7/9, D-90402 Nuremberg, Germany"
Olivier Godechot,"Sciences Po, MaxPo, France"
Eugen Pircalabelu,"ORSTAT and Leuven Statistics Research Center, KU Leuven, Naamsestraat 69, 3000 Leuven, Belgium"
Gerda Claeskens,"ORSTAT and Leuven Statistics Research Center, KU Leuven, Naamsestraat 69, 3000 Leuven, Belgium"
Christina Prell,"Sociology Department, University of Maryland - College Park, College Park, MD, USA"
Kuishuang Feng,"Geographical Sciences Department, University of Maryland - College Park, College Park, MD, USA"
Robert A. Hanneman,"University of California - Riverside, United States"
Jürgen Pfeffer,"Technical University of Munich/Bavarian School of Public Policy, Germany"
Emmanuel Lazega,"Institut d’Etudes Politiques de Paris, CSO-CNRS and SPC, 19 rue Amélie, 75007 Paris, France"
Avner Bar-Hen,"MAP5, UFR de Mathématiques et Informatique, Université Paris Descartes, University Paris Descartes, 45 rue des Saints-Pères, 75270 Paris cedex 06, France"
Pierre Barbillon,"AgroParisTech/UMR INRA MIA 518, 16 rue Claude Bernard, 75231 Paris Cedex 05, France"
Sophie Donnet,"AgroParisTech/UMR INRA MIA 518, 16 rue Claude Bernard, 75231 Paris Cedex 05, France"
Eric Giannella,"University of California - Berkeley, 410 Barrows Hall, Berkeley, CA 94720-1980, United States"
Claude S. Fischer,"University of California - Berkeley, 410 Barrows Hall, Berkeley, CA 94720-1980, United States"
Anna L. Smith,"Department of Statistics, The Ohio State University, United States"
Catherine A. Calder,"Department of Statistics, The Ohio State University, United States"
Christopher R. Browning,"Department of Sociology, The Ohio State University, United States"
Martin Hilbert,"University of California - Davis, Department of Communication, Kerr Hall 369, Davis, CA 95616, United States"
Poong Oh,"University of Pennsylvania, Annenberg School for Communication, 3620 Walnut Street, Philadelphia, PA 19104, United States"
Peter Monge,"University of Southern California, Annenberg School of Communication, Watt Way, Los Angeles, CA 90007, United States"
Beate Völker,"University of Amsterdam, Department of Sociology, Nieuwe Achtergracht 166, 1018 WV Amsterdam, The Netherlands"
Ruben De Cuyper,"Netherlands Institute for the Study of Crime and Law enforcement (NSCR), The Netherlands"
Gerald Mollenhorst,"Utrecht University, The Netherlands"
Anja Dirkzwager,"Netherlands Institute for the Study of Crime and Law enforcement (NSCR), The Netherlands"
Peter van der Laan,"Netherlands Institute for the Study of Crime and Law enforcement (NSCR), The Netherlands"
Paul Nieuwbeerta,"Netherlands Institute for the Study of Crime and Law enforcement (NSCR), The Netherlands"
Marlène Sapin,"Swiss Center of Expertise in Social Sciences (FORS), University of Lausanne, Switzerland"
Eric D. Widmer,"Department of Sociology, University of Geneva, Switzerland"
Katia Iglesias,"Centre for the Understanding of Social Processes (MAPS), University of Neuchâtel, Switzerland"
Mario Luis Small,"Harvard University, United States"
Christopher Sukhu,"University of Chicago, United States"
Satyam Mukherjee,"Northwestern Institute on Complex Systems (NICO), Northwestern University Evanston, United States"
Matthew Dabkowski,"Department of Systems and Industrial Engineering, University of Arizona, Tucson, United States"
Neng Fan,"Department of Systems and Industrial Engineering, University of Arizona, Tucson, United States"
Ronald L. Breiger,"School of Sociology, University of Arizona, Tucson, United States"
Justus Uitermark,"Department of Sociology, University of Amsterdam, PO Box 15508, 1001 NA Amsterdam, The Netherlands"
Vincent A. Traag,"CWTS, Leiden University, P.O. Box 905, 2300 AX Leiden, The Netherlands"
Jeroen Bruggeman,"Department of Sociology, University of Amsterdam, PO Box 15508, 1001 NA Amsterdam, The Netherlands"
Michael Mäs,"University of Groningen, The Netherlands"
Karl-Dieter Opp,"University of Leipzig, Germany"
Michele Starnini,"Departament de Física Fonamental,  Universitat de Barcelona, University of Barcelona, University of Barcelona, Martí i Franques 1, 08028 Barcelona, Spain"
Andrea Baronchelli,"Department of Mathematics, City University London, Northampton Square, London EC1V 0HB, UK"
Romualdo Pastor-Satorras,"Departament de Física i Enginyeria Nuclear, Universitat Politècnica de Catalunya, Polytechnic University of Catalonia, Campus Nord B4, 08034 Barcelona, Spain"
Vincent Chua,"National University of Singapore, Department of Sociology, 11 Arts Link, #04-27, Singapore 117570, Singapore"
